unidad_ejecutora_id,unidad_ejecutora_desc
1704,Instituto de Investigación Animal del Chaco Semiárido
1706,Instituto Pequeña Agricultura Familiar (IPAF Patagónico)
1707,Secretaria de Gestión Cultural
1708,Secretaria de Politicas Socioculturales
1709,Dirección Nacional de Acción Federal
1710,Dirección Nacional de Participación y Organización Popular
1711,Subsecretaria de Promoción de Derechos Culturales y Participación Popular
1712,Secretaria de Coordinación Estratégica para el Pensamiento Nacional
1713,Dirección Nacional de Planificación y Articulación
1714,Secretaría General de Capacitación y Jurisprudencia
1715,Intendencia del Parque Nacional Patagonia
1717,Gerencia de Servicios Complementarios del Centro Nacional de Investigaciones Agropecuarias
1719,Comando Aeroespacial
1720,"Secretaría de Ciencia, Técnica y Producción para la Defensa"
1721,Subsecretaría de Formación
1722,Unidad Ejecutora de la Donación BIRF TF 014897
1724,Intendencia Parque Nacional El Impenetrable
1726,Dirección Nacional de Fortalecimiento y Ampliación de Derechos Educativos
1727,Coordinación General de Estudios de Costos del Sistema Educativo
1728,Coordinación del Programa de Formación y Capacitación para el Sector Educación - PROFOR
1729,Junta de Investigación de Accidentes de Aviación Civil
1730,Dirección Nacional de Control de Gestión y Desarrollo
1731,Dirección Nacional de Investigación de Accidentes
1733,Bosques Nativos y Comunidad BIRF 8493
1734,Subsecretaría de Desarrollo
1735,Dirección Nacional de Empresas con Participación del Estado
1736,Subsecretaría de Coordinación Económica
1737,Subsecretaría de Mejora de la Competitividad
1738,Subsecretaría de Asuntos Electorales
1739,Coordinación del Préstamo BID Nº 2754 OC-AR
1740,Subsecretaria de Relaciones Financieras Internacionales
1750,Instituto de Patobiología de Castelar
1752,Centro Regional Salta - Jujuy
1753,Centro de Investigaciones Agropecuarias Córdoba (CIAP Córdoba)
1754,Intendencia Parques Nacional Islas de Santa Fe
1755,Cámara Federal Comandante Piedra Buena
1757,EEA.Ing. Juárez
1758,Dirección General de Investigaciones y Apoyo Tecnológico a la Investigación Penal
1759,Comisión Bicameral de Monitoreo e Implementación del Nuevo Código Procesal Penal de la Nación
1761,Instituto Argentino del Transporte (IAT)
1763,Unidad Ejecutora BIRF 8062-AR y 8516-AR
1764,Unidad Ejecutora Central  BIRF 7993-AR
1765,Comisión Bicameral Especial Investigadora de Instrumentos Bancarios y Financieros
1766,Dirección de Gestión Tecnológica
1767,Coordinación General para la Gestión Integral de Residuos Sólidos Urbanos
1771,Secretaría General de la Presidencia de la Nación
1772,Secretaría Legal y Técnica
1773,Agencia Federal de Inteligencia
1774,Secretaría de Programación para la Prevención de la Drogadicción y la Lucha contra el Narcotráfico
1775,Consejo Nacional de Coordinación de Políticas Sociales
1776,Jefatura de Gabinete de Ministros
1777,Ministerio de Modernización
1778,"Ministerio del Interior, Obras Públicas y Vivienda"
1779,Ministerio de Relaciones Exteriores y Culto
1780,Ministerio de Justicia y Derechos Humanos
1781,Servicio Penitenciario Federal
1782,Ente de Cooperación Técnica y Financiera del Servicio Penitenciario Federal
1783,Ministerio de Seguridad Nacional
1785,Gendarmería Nacional
1786,Prefectura Naval Argentina
1787,Policía de Seguridad Aeroportuaria
1788,Ministerio de Defensa
1789,Instituto de Investigaciones Científicas y Técnicas para la Defensa
1790,Subsecretaría del Servicio Logístico de la Defensa
1795,Instituto Nacional de Estadística y Censos
1797,Ministerio de Producción
1798,Comisión Nacional de Comercio Exterior
1799,Ministerio de Agroindustria
1801,Ministerio de Transporte
1803,Ministerio de Comunicaciones
1804,Ministerio de Educación y Deportes
1806,Ministerio de Cultura
1807,"Ministerio de Trabajo, Empleo y Seguridad Social"
1808,Ministerio de Salud
1809,Ministerio de Medio Ambiente y Desarrollo Sustentable
1810,SAF Apoyo - Autoridad Cuenca Matanza Riachuelo
1811,Ministerio de Desarrollo Social
1814,Ente Nacional de Comunicaciones
1818,"Secretaría de Promoción, Programas Sanitarios y Salud Comunitaria"
1819,Secretaría de Relaciones Nacionales e Internacionales
1820,Subsecretaría de Atención Primaria de la Salud
1821,Subsecretaría de Coordinación Administrativa
1822,"Subsecretaría de Políticas, Regulación y Fiscalización"
1823,Subsecretaría de Prevención y Control de Riesgos
1824,Subsecretaría de Relaciones Institucionales
1825,Subsecretaría de Gestión de Servicios Asistenciales
1826,Agencia Nacional de Laboratorios Públicos
1827,Subsecretaría de Coordinación Administrativa
1828,Secretaría de Planificación del Transporte
1829,Secretaría de Gestión del Transporte
1830,Secretaría de Obras de Transporte
1831,Secretaría de Integración Productiva
1832,Secretaría de Protección Civil y Abordaje Integral de Emergencias y Catástrofes
1834,Secretaría de Promoción de Inversiones
1835,Subsecretaría de Coordinación Administrativa
1836,Subsecretaría de Coordinación de Política Tarifaria
1837,Secretaría de Recursos Hidrocarburíferos
1838,Secretaría de Energía Eléctrica
1839,Secretaría de Planeamiento Energético Estratégico
1840,Comité Directivo del Fondo Fiduciario para el Transporte Eléctrico Federal
1841,Dirección de Obras e Inversion Publicas
1842,Secretaría de Fronteras de la Nación
1843,Secretaría de Transformación Productiva
1844,Secretaría de Industria y Servicios
1845,Subsecretaría de Gestión Productiva
1846,Subsecretaría de Servicios Tecnológicos y Productivos
1847,Secretaría de Emprendedores y de la Pequeña y Mediana Empresa
1848,Subsecretaría de Política y Gestión de la  Pequeña y Mediana Empresa
1849,Subsecretaría de Emprendedores
1850,Subsecretaría de Financiamiento de la Producción
1851,Subsecretaría de Comercio Exterior
1852,Subsecretaría de Comercio Interior
1853,Subsecretaría de Integración de Políticas Productivas
1854,Subsecretaría de Desarrollo Institucional Productivo
1855,Dirección de Captación de las Comunicaciones del Poder Judicial de la Nación
1856,"Subsecretaría de Prevención, Capacitación y asistencia de las Adicciones"
1858,"Subsecretaría de Diseño, Monitoreo y Evaluación de Abordaje territorial relaciones internacionales"
1859,Direccion Nacional de Conservación de Areas Protegidas
1860,Subsecretaría de Coordinación Provincial
1861,Instituto de Virología en Castelar
1862,Sede Central
1867,Secretaría de Asuntos Políticos y Fortalecimiento Institucional
1868,Archivo General de la Nación
1869,Secretaría de Vivienda y Hábitat
1870,Subsecretaría de Obras Públicas
1872,Unidad Plan Belgrano
1873,Sistema federal de Medios y Contenidos Públicos
1875,"Secretaría de Deporte, Educación Física y Recreación"
1877,Secretaría de Gestión Educativa
1878,Subsec. As. Penitenc. y Relac. Poder Judicial y la Com. Académica
1879,Subsecretaría de Asuntos Registrales
1880,Subsecretaría Acceso a la Justicia
1881,Dirección Nacional de Cooperación Internacional Jurídica y en Sistemas Judiciales
1882,Secretaría de Derechos Humanos y Pluralismo Cultural
1883,Archivo Nacional de la Memoria
1884,Subsecretaría de Relaciones Exteriores
1885,Subsecretaría de Asuntos de América Latina y Caribe
1886,Secretaría de Comercio y Relaciones Económicas Internacionales
1887,Subsecretaría de Integración Económica Americana y Mercosur
1888,Subsecretaría de Promoción Comercial y Desarrollo Inversiones
1890,Subsecretaría de Malvinas y Atlántico Sur
1891,Secretaría de Servicios Logísticos para la Defensa y Coordinación Militar en Emergencias
1892,Subsecretaría de Logística Federal
1893,Subsecretaría de Capacitación y Programas de Seguridad
1894,Subsecretaría de Estadística Criminal
1895,Subsecretaría de Desarrollo de Fronteras
1896,"Dirección Nacional del Registro, Análisis Técnico y Control del Uso de Precursores Químicos"
1897,Subsecretaría de Políticas de Desarrollo Productivo
1898,Subsecretaría de Articulación Federal y Sectorial
1899,Subsecretaría de Desarrollo y Planeamiento Productivo
1900,Dirección de Gestión Tecnológica
1904,Subsecretaría de Centros Temáticos y Expresiones Federales
1905,Dirección Nacional de Centros Temáticos
1906,Dirección Nacional de Expresiones Federales
1907,Dirección Nacional de Generación de Contenidos
1908,Subsecretaría de Lucha contra el Narcotráfico
1909,Subsecretaría de Inversiones Turísticas
1910,Delegación Regional Patagonia
1911,Centro de Formación y Capacitación de Areas Protegidas
1912,Delegación Regional NOA
1913,Subsecretaría de Innovación y Tecnología
1914,Subsecretaría de Calidad Turística
1915,"Secretaria de Innovación, Tecnología y Calidad Turística"
1916,Superintendencia de Seguridad y Custodia
1917,Superintendencia de Aviación Federal
1918,Intendencia PN Lihuel Calel
1919,Intendencia PN Marino Costero
1920,Intendencia PN Marino Costero
1921,Intendencia PN Lanin
1922,Intendencia PN Monte León
1923,Intendencia Isla de los Estados
1924,Intendencia de Faro Querandí
1925,Intendencia de Faro Querandí
1926,Secretaría de política Ambiental Cambio Climático y Desarrollo Sustentable
1927,Intendencia PN PreDelta
1928,Delegación técnica NOA
1929,Subsecretaría de Políticas y Estudios Laborales
1930,Dirección Operativa
1931,Dirección de Información Tecnológica y Documentación
1932,Subsecretaría de Tecnología y Ciberseguridad
1933,Secretaría de Empleo Público
1934,Secretaría País Digital
1935,Secretaría de Gestión e Innovación Pública
1936,Secretaría de Modernización Administrativa
1937,Secretaría de Planificación de Transporte
1938,Subsecretaría de Gestión Administrativa del Transporte
1939,Subsecretaría de Transporte Automotor
1940,Subsecretaría de Gestión Municipal
1942,Secretaría Coordinación Interministerial
1943,"Secretaría de Deportes, Educación Física y Recreación"
1944,Subsecretaría de Deportes y Alto Rendimiento
1945,"Subsecretaría de Educación Física, Recreación e Infraestructura"
1946,Subsecretaría de Gestión Educativa y Políticas Socioeducativas
1947,Secretaría de Innovación y Calidad Educativa
1948,Dirección Nacional de Cooperación e Integración Institucional
1949,Subsecretaría de Desarrollo Foresto Industrial
1950,Subsecretaría de Bio Indutria
1951,Subsecretaría de Hábitat y Desarrollo Humano
1952,Secretaría de Mercados Agroindustriales
1953,Subsecretaría de Información y Estadística Pública
1954,Secretaría de Evaluación de la Calidad Educativa
1955,Dirección Nacional de la Biblioteca de Maestros
1956,Secretaría de Innovación y Calidad Educativa
1957,Secretaría de Coordinación y Desarrollo Territorial
1958,Subsecretaría de Desarrollo Territorial
1959,Subsecretaría de Coordinación Institucional
1960,Jefatura de Gabinete
1961,Subsecretaría de Cultura Ciudadana
1962,Subsecretaría de Coordinación Política
1963,Dirección Nacional de Gestión y Programación
1964,Dirección Nacional de Diversidad Cultural y Comunitaria
1966,Secretaría de Patrimonio Cultural
1967,"Comisión Nacional de Monumentos, Lugares y Bienes Históricos"
1968,Dirección Nacional de Museos
1969,Dirección Nacional de Bienes y Sitios Culturales
1970,Instituto Nacional de Antropología y Pensamiento Latinoamericano
1971,Dirección Nacional de Investigación Cultural
1972,Subsecretaría de Economía Creativa
1973,Dirección Nacional de Innovación Cultural
1974,Secretaría de Integración Federal y Cooperación Internacional
1975,Dirección Nacional de Cooperación Internacional
1976,Dirección Nacional de Promoción Exterior de la Cultura
1977,Secretaría de Cultura y Creatividad
1978,Subsecretaría de Alimentos y Bebidas
1979,Secretaría de Agregado de Valor
1980,Dirección Nacional de Prensa y Comunicación
1981,Dirección Nacional de Formación Cultural
1982,Subsecretaría de Cooperación Cultural
1983,Dirección Nacional de Emprendedorismo Cultural
1984,Dirección Nacional de Industrias Creativas
1985,Unidad Ejecutora Central BIRF N° 8508-AR
1986,Unidad Ejecutora Central Cooperación Ítalo-Argentina
1987,Unidad Ejecutora Central Crédito República Popular China
1988,Unidad Ejecutora Central BCIE S/N
1989,Subsecretaría para la Reforma Institucional y Fortalecimiento de la Democracia
1990,Dirección Nacional de Reforma Política
1991,Subsecretaría de Asuntos Políticos
1993,Subsecretaría de Desarrollo Turístico
1994,Sistema Federal de Medios y Contenidos Públicos
1995,"Dir.General Tec, Adm, y Legal"
1996,Secretaría de Contenidos Públicos
1997,Secretaría de Medios Públicos
1998,Dirección de Sensores de Radar
1999,Subsecretaría de Cambio Climático y Desarrollo Sustentable
2001,Secretaria de Trabajo y Dirección Nacional de Relaciones Federales
2002,Dirección Nacional del Sistema Federal de Empleo
2003,Hospital Nacional en Red Especializado en Salud Mental y Adicciones 'Licenciada Laura Bonaparte'
2005,Dirección de Programación Financiera de Programas de Empleo y Capacitación Laboral
2006,Subsecretaría de Ahorro y Eficiencia Energética
2007,Agencia Nacional de Materiales Controlados
2008,Dirección Ejecutiva
2010,Intendencia Parque Nacional El Impenetrable
2011,Coordinación Regional Sur
2012,Intendencia del Parque Nacional Iberá
2013,Dirección Nacional de Control de Tránsito Aéreo
2014,"Ministro del Interior, Obras Públicas y Vivienda"
2015,Coordinación General DNTyA
2017,Dirección de Control y Asistencia de Ejecución Penal
2018,Secretaría de Acompañamiento y Protección Social
2019,Unidad Coordinadora de Programas y Proyectos con Financiamiento Externo
2020,Ministerio de Finanzas
2021,Subse. de Financiamiento y Serv. Fin
2022,Unidad de Participación Público Privada
2023,Dirección de Informática
2024,Dirección de Vigilancia de Productos para la Salud
2025,Parque Nacional Ciervo de los Pantanos
2026,Parque Nacional Aconquija
2027,Parque Nacional Mar Chiquita
2029,Subsecretaría de Desarrollo Minero
2030,Subsecretaría de Política Minera
2033,Dirección Nacional de Asuntos de Fronteras
2035,"Secretaría de Promoción de la Salud, Prevención y Control de Riesgos"
2037,Dirección Nacional de Maternidad e Infancia y Adolescencia
2039,Dirección de Promoción de la Salud y Control de Enfermedades no Transmisibles
2042,Dirección General de Relaciones Institucionales
2045,Dirección Sanidad Conjunta
2046,Jefatura VII-Investigación y Desarrollo
2047,Dirección General de Inteligencia Criminal e Investigaciones
2048,Dirección de Fronteras y Asuntos Internacionales
2049,Dirección Antidrogas
2050,Dirección de Investigación Criminal
2051,Dirección de Aviación
2052,Dirección de Criminalística y Estudios Forenses
2053,Dirección Nacional de Gestión Integral de Residuos (DNGIR)
2054,Dirección Nacional de Seguridad en Espectáculos Futbolísticos
2056,Unidad Ejecutora BIRF 8516-AR
2057,"Dirección del Centro de Investigación en Ciencias Políticas, Económicas y Sociales"
2058,"Agencias de Extensión Rural, Oficinas de Información Técnica y Unidades de Extensión Rural"
2059,Superintendencia de Institutos Policiales
2060,Superintendencia Federal de Orden Público
2061,Superintendencia de Seguridad de Estado y Protección del Sistema Republicano
2063,Asistencia y Coordinación de Políticas Sociales
2064,Dirección Nacional
2066,Direccion del Centro de Investigación y Desarrollo Tecnológico para la Agricultura Familiar
2072,"Dirección Nacional Asistentes de Sistemas de Información, Comunicación y Calidad"
2073,Dirección Nacional Asistente de Relaciones Institucionales
2074,Estaciones Experimentales Agropecuarias Área Metropolitana de Buenos Aires
2079,Secretaría de Planificación Estratégica
2081,Dirección General de Movimiento Migratorio
2082,Paso Fronterizo Aguas Blancas
2083,Departamento de Servicios
2084,Dirección de Control Terrestre
2086,Secretaría de Coordinación Interjurisdiccional
2087,Bosques Nativos y Comunidad (BIRF 8493)
2088,Subsecretaría de Estrategias de Tratamiento y Prevención
2089,Subsecretaría de Abordaje Integral
2091,Subsecretaría de Ciberdefensa
2093,Agencia Nacional de Materiales Controlados
2095,Secretaría de Gestión de Transporte
2096,"Dirección Nacional de Administración, Asuntos Jurídicos y Modernización"
2097,Comisión Bicameral Permanente de Seguimiento y Control del Ministerio Público de la Nación
2098,Comisión Bicameral para la Reforma Tributaria
2099,Unidad Ejecutora Central BID 2788 OC-AR y 3772/OC-AR
2101,Secretaria de Agricultura Familiar Coordinación y Desarrollo Territorial
2102,Subsecretaría de Primera Infancia
2103,Dirección General de Aviación Federal
2104,Subsecretaría de Escenarios y Evaluación de Proyectos
2105,Dirección Nacional de Pre-Inversión
2107,Dirección General de Ingeniería
2108,Dirección de Obligaciones a Cargo del Tesoro
2109,Unidad Ejecutora y Coordinadora Nacional (UCEN - SH)
2110,Instituto Conjunto de Conducción Estratégica ¿ ICCE
2112,Secretaría Tecnologías de la Información y las Comunicaciones
2113,Dirección de Ingenieros
2116,Dirección Nacional de Asuntos Provinciales
2117,"Subsecretaría Parque Tecnópolis del Bicentenario, Ciencia Tecnología, Cultura y Arte"
2118,Dirección Nacional Casas de Contenidos Federales
2119,Dirección de Control Terrestre
2120,Agencia Nacional de Discapacidad
2121,Instituto Nacional de las Mujeres
2122,Dirección de la Estación Experimental Agropecuaria Delta del Paraná
2123,"Comisión Bicameral del Defensor de los Derechos de las Niñas, Niños y Adolescentes."
2124,Dirección General de Cooperación y Financiamiento Internacional
2125,Subsecretaría de Coordinación Administrativa
2126,Agencia de Acceso a la Información Pública
2127,Secretaría de Coordinación y Planificación Exterior
2128,Subsecretaría de Relaciones Institucionales y Diplomáticas Públicas
2129,"Subsecretaría de Malvinas, Antártida y Atlántico Sur"
2130,Secretaría de Relaciones Económicas Internacionales
2131,Secretaría de Relaciones Exteriores
2132,Subsecretaría de Estrategia Comercial y Promoción Económica
2133,Secretaría de Alimentos y Bioeconomía
2135,Ministerio de Ambiente y Desarrollo Sustentable
2136,Secretaría de Simplificación Productiva
2137,Gerencia Área Investigación y Aplicaciones No Nucleares
2138,Gerencia de Administración y Finanzas
2139,Oficina de Presupuesto del Congreso
2140,"Comisión de Supervisión Parlamentaria del Sist Nac de Preven de Tortura y Otros Tratos o Penas Crueles, Inhumanas o Degradantes"
2141,"Defensoría de los Derechos de las Niñas, Niños y Adolescentes"
2143,Secretaría de Políticas Integrales sobre Drogas de la Nación Argentina
2144,Subsecretaría de Estrategias de Tratamiento y Prevención
2145,Subsecretaría de Abordaje Integral
2147,Secretaría de Coberturas y Recursos de Salud
2148,Secretaría de Coordinación de Política Minera
2149,Dirección General de Programas y Proyectos Sectoriales y Especiales
2150,Secretaría de Infraestructura y Política Hídrica
2151,Dirección General de Programas y Proyectos Sectoriales y Especiales
2152,Secretaría de Coordinación de Gestión Cultural
2153,Dirección Nacional de Gestión Patrimonial
2155,Dirección Nacional de Diversidad y Cultura Comunitaria
2156,Dirección Nacional de Economía Creativa
2157,Dirección Nacional de Servicios Basados en el Conocimiento
2158,Secretaría de Coordinación Administrativa
2159,Comisión Bicameral de Seguimiento de Contratos de Participación Público-Privada
2160,"Comisión Bicameral Especial Investigadora sobre la desaparición, búsqueda y operaciones de rescate del submarino ARA San Juan"
2161,Comisión Bicameral de Seguimiento y Control de la Gestión de Contratación y Pago de la Deuda Exterior de la Nación
2162,Subsecretaría de Programación Técnica y Logística
2163,"Subsecretaría de Calidad, Regulación y Fiscalización"
2164,Dirección de Contrataciones
2166,Secretaría de  Ingresos Públicos
2167,Subsecretaría de Política Tributaria
2168,Instituto Nacional de Juventudes
2169,Dirección Nacional de Responsabilidad Social para el Desarrollo Sostenible
2170,Dirección General de Programas y Proyectos Sectoriales y Especiales / Subsecretaría de Coordinación de Obra Pública Federal
2171,Secretaría de Articulación de Política Social
2172,Secretaría de Integración Socio Urbana
2174,Subsecretaría de Compre Argentino y Desarrollo de Proveedores
2175,Dirección Nacional de Competitividad y Financiamiento PYME
2176,Dirección Nacional de Asistencia a Emprendedores y PYME
2177,Dirección Nacional de Capital Emprendedor
2178,Dirección Nacional de Modernización Productiva
2179,Dirección Nacional de Políticas Públicas Productivas
2180,Dirección Nacional de Acuerdos Sectoriales
2181,Secretaría de Cooperación con los Poderes Constitucionales
2182,Unidad de Coordinación General
2183,Subsecretaría de Justicia y Política Criminal
2184,Centro Integral de Género
2189,Secretaría de Gestión Federal
2190,Secretaría de Infraestructura y Política Hídrica / Dirección General de Programas y Proyectos Sectoriales y Especiales
2191,Subsecretaría de Control y Vigilancia de Fronteras
2192,Secretaría de Infraestructura Urbana
2193,Gerencia Proyecto RA- 10
2195,Gerencia de Liquidaciones de Entidades Controladas
2196,Gerencia de Asuntos Institucionales y Relaciones Internacionales
2197,Secretaría de Infraestructura Urbana / Dirección General de Programas y Proyectos Sectoriales y Especiales
2198,Dirección Nacional de Inspecciones de Navegaciones Aereas
2199,Subsecretaría de Recursos Hidrocarburíferos
2200,Secretaría de Asuntos Políticos e Institucionales
2202,Dirección Nacional para la Inclusión de las Personas con Discapacidad
2203,Dirección Nacional de Apoyos y Asignaciones Económicas
2204,Dirección Nacional de Acceso a los Servicios de Salud
2205,Dirección Nacional de Políticas y Regulación de Servicios
2206,Subsecretaría de Coberturas Públicas Sanitarias
2207,Subsecretaría de Promoción de la Salud y Prevención de la Enfermedad
2208,Subsecretaría de Prevención y Control de Enfermedades Comunes E Inmunoprevenibles
2209,Secretaría de Planificación Territorial y Coordinación de Obra Pública
2213,Secretaría de Planificación Territorial y Coordinación de Obra Pública/Dirección General de Prog y Proy Sect y Esp
2229,Centro Nacional de Investigaciones Agropecuarias
2231,Directorio y Áreas de Apoyo
2232,Gerencia de Planeamiento y Servicios Culturales / Gerencia de Comunicación y Relaciones Institucionales.
2235,Dirección de Desarrollo Territorial
2241,Dirección Nacional de Formación Inicial
2242,Dirección Nacional de Fortalecimiento Educativo Territorial
2244,Dirección Nacional de Formación Continua
2246,Dirección Nacional de Becas Educativas
2249,Dirección Nacional de Gestión y Desarrollo Institucional
2250,Dirección Nacional de Sistemas de Protección
2251,Secretaría de Regulación y Gestión Sanitaria
2252,Subsecretaría de Gestión de Servicios e Institutos
2253,Dirección Nacional de Promocioón de la Salud y Control de Enfermedades Cronicas no Transmisibles
2254,Comisión Bicameral Administradora del Edificio del Molino
2255,Dirección Nacional de Investigaciones
2256,Subsecretaría de Prevención del Delito y la Violencia
2257,Secretaría de Protección Civil
2258,Subsecretaría de Formación y Carrera del Personal de las Fuerzas Policiales y de Seguridad
2259,Secretaría de Gestión Presupuestaria y Control
2260,Subsecretaría de Investigación Científica y Política Industrial para la Defensa
2261,Unidad de Coordinación General
2262,"Secretaría de Investigación, Política Industrial y Producción para la Defensa"
2263,Dirección Nacional de Derechos Humanos y de Derecho Internacional Humanitario
2264,Dirección General de Inteligencia
2265,Dirección General de Planeamiento Estratégico Militar
2266,Comando Conjunto de Operaciones
2267,Dirección General de Asuntos Internacionales
2268,"Dirección General de Educación, Adiestramiento y Doctrina"
2269,"Dirección General de Planificación, Investigación y Desarrollo"
2270,Secretaría de Política Económica
2271,Dirección de Evaluación Presupuestaria Salarial
2273,Subsecretaría de Relaciones Municipales
2274,Secretaria de Provincias y Municipios
2275,"Subsecretaría de Puertos, Vías Navegables y Marina Mercante"
2276,Secretaria de Vivienda
2277,Dirección Nacional de Mediación y Métodos Participativos de Resolución de Conflictos
2278,Subsecretaría de Gestión Operativa
2279,Comisión Bicameral de fiscalización de los órganos y actividades de Seguridad Interior
2280,Subsecretaría de Políticas de Seguridad e Intervención Federal
2283,Dirección General de Seguridad Operacional Aeroespacial Militar
2284,Secretaría de Vivienda/ Dirección General de Programas y Proyectos Sectoriales y Especiales
2285,Secretaría de Política Minera
2286,Dirección de Programas y Proyectos Especiales con Enfoque Sectorial Amplio
2287,Vicepresidencia Administración de Parques Nacionales
2288,Secretaría de Gobierno de Turismo
2289,Secretaría de Gobierno de Modernización
2291,Secretaría de Gobierno de Trabajo y Empleo
2292,Secretaría de Gobierno de Agroindustria
2293,Secretaría de Gobierno de Cultura
2294,"Secretaría de Gobierno de Ciencia, Tecnología e Innovación Productiva"
2295,Secretaría de Gobierno de Salud
2296,Secretaría de Gobierno de Ambiente
2297,Subsecretaría Interjurisdiccional e Interinstitucional
2298,Comité Nacional para la Prevención de la Tortura (Ley 26.827)
2299,"Secretaría de Coordinación, Formación y Carrera"
2300,Subsecretaría de Programas de Seguridad Federales
2301,Secretaría de Finanzas
2302,Secretaria de Gobierno del Sistema Federal de Medios y Contenidos Públicos
2303,Secretaría de Coordinación de Política Energética
2304,Subsecretaría de Participación Público Privada
2305,Comisión Consultiva del Área Metropolitana de Buenos Aires
2306,"Parque Tecnópolis del Bicentenario, Ciencia, Tecnología, Cultura y Arte"
2307,Casas de Contenidos Federales
2308,Secretaría de Comunicación Pública
2309,Unidad Especial Temporaria Argentina 2030: Ideas para el Futuro
2310,Secretaría de Deportes
2312,Ministerio de Producción y Trabajo
2313,Dirección Nacional de Cooperación Internacional
2314,Dirección Nacional de Operaciones de la APN
2315,Instituto de Genética
2316,Dirección Nacional de Infraestructura
2317,Dirección de Programas y Proyectos Sectoriales Especiales
2318,Dirección Nacional de Formación
2319,Agencia de Deporte Nacional
2320,Secretaría de Comercio Exterior
2321,Secr de Comercio Interior
2322,Dirección Nacional de Competitividad y Financiamiento de Pyme
2323,Dirección Nacional de Asistencia a Emprendedores y Pyme
2324,Dirección Nacional de Servicios Basados en el Conocimiento
2325,Comisión Nacional de Bibliotecas Populares
2326,Secretaría de Recursos No Renovables y Mercado de los Combustibles
2327,Secretaría de Recursos Renovables y Mercado Eléctrico
2328,Subsecretaría de Mercado Eléctrico
2329,Subsecretaría de Energías Renovables y Eficiencia Energética
2330,Unidad Coordinadora de Préstamos
2332,Secretaría de Empleo Público
2333,Subsecretaría País Digital
2334,Secretaría de Gobierno Digital e Innovación Tecnológica
2335,Secretaría de Modernización Administrativa
2336,Secretaría de Tecnologías de la Información y las Comunicaciones
2337,Comando de Aviación de Ejército
2341,Subsecretaría de Hidrocarburos y Combustibles
2342,Secretaría de Política Ambientalen Recursos Naturales
2343,Secretaría de Política Ambiental en Recursos Naturales
2348,Unidad Ministro
2357,Dirección Ejecutiva
2362,Dirección Nacional de Desarrollo y Promoción Cooperativo y Mutual
2363,Dirección de Normas y del Registro Nacional de Cooperativas y Mutuales
2364,Dirección Nacional de Cumplimiento y Fiscalización de Cooperativas y Mutuales
2365,Dirección Nacional de Evaluación y Monitoreo Accidentológico
2367,Ministerio del Interior
2368,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto"
2369,Ministerio de Economía
2370,Ministerio de Desarrollo Productivo
2371,Ministerio de Obras Públicas
2372,"Ministerio de Mujeres, Géneros y Diversidad"
2373,Ministerio de Educación
2374,"Ministerio de Ciencia, Tecnología e Innovación"
2375,Ministerio de Ambiente y Desarrollo Sostenible
2376,Ministerio de Turismo y Deporte
2377,Ministerio de Desarrollo Territorial y Hábitat
2378,Secretaria de Asuntos Estrategicos
2379,Secretaría de Medios y Comunicación Pública
2383,Unidad Gabinete de Asesores
2384,Subsecretaría de Asuntos Legales e Institucionales
2385,"Secretaría de Coordinación, Bienestar, Control y Transparencia Institucional"
2386,Secretaría de Gestión Administrativa
2387,Subsecretaría de Gestión Educativa y Calidad
2391,Secretaría de Innovación Pública
2392,Administración de Parques Nacionales
2393,Subsecretaría Administrativa de Energía
2394,Secretaría de Gestión y Empleo Público
2395,Secretaría de Desarrollo Cultural
2396,Secretaría de Política Ambiental en RRNN
2397,Secretaria de Articulación Interjurisdiccional
2398,Dirección Nacional de Organismos Estables
2399,Secretaría de Política Tributaria
2400,Unidad Ministro del Ministerio de Relaciones Exteriores y Culto
2401,"Secretaría de Malvinas, Antártida y Atlántico Sur"
2402,Dirección de Asuntos Culturales
2403,Dirección Nacional del Antártico
2404,Subsecretaría de Promoción del Comercio e Inversiones
2405,Subsecretaría de Educación Social y Cultural
2406,Secretaría de Coordinación Militar en Emergencias
2407,Subsecretaría de Planeamiento Operativo y Servicio Logísitico de la Defensa
2408,Secretaría de Asuntos Políticos
2409,Dirección Nacional Electoral
2410,Dirección Nacional de Relaciones con la Comunidad
2411,Dirección Nacional de Reforma  Política
2412,Instituto Nacional de Capacitación Política
2413,Secretaría de Municipios
2414,Secretaría de Provincias
2415,Subsecretaría de Relaciones con las Provincias y Participación Ciudadana
2416,Secretaría de Interior
2417,Dirección Nacional de Asuntos Técnicos de Frontera
2418,Secretaría de la Pequeña y Mediana Empresa y los Emprendedores
2419,Secretaría de Políticas contra la Violencia por Razones de Género
2420,Secretaría de Políticas de Igualdad y Diversidad
2421,"Subsecretaría de Formación, Investigación y Políticas Culturales para la Igualdad"
2422,"Secretaría de Industria, Economía del  Conocimiento y Gestión Comercial Externa"
2423,Dirección Nacional Estadística Criminal
2424,Dirección Nacional de Logística y Equipamiento Federal
2425,Subsecretaría de Control y Transparencia Institucional
2426,"Subsecretaría de Derechos, Bienestar y Género"
2427,Secretaría de Articulación Federal de la Seguridad
2428,Subsecretaría de Programación Federal y Articulación Legislativa
2429,Subsecretaría de Gestión del Riesgo y Protección Civil
2430,Secretaría de Seguridad y Política Criminal
