"uoc_id","f1","f2","f3","masa","saf_id","A_juris","sede_provincia","anclado","A_tipo","A_rango","A_antiguedad","A_presupuesto","N_tamano","N_distribuido","n_sup","acceso","contenido","unidad_dim1","unidad_dim2"
"317|262/000 - Dirección General de Administración Y Finanzas - MAD",0.410117720390883,-0.368740715131288,0.700364179770062,0.00243154732591352,317,"CABA","CABA","programatico","administracion","centralizada","reciente","medio","grande","una_sede",247,0.392494073157888,-0.244516657937752,1.53250081969307,0.629118292076933
"321|27/000 - Dirección de Patrimonio y Suministros - INDEC",0.729580277277047,-0.643742591018653,0.898544503339144,0.00212375652516498,321,"CABA","CABA","programatico","administracion","desconcentrada","medio","medio","media","una_sede",155,0.38435973190271,-0.118898232289433,0.98743470768551,-0.236855198918035
"322|28 -  Departamento de Compras y Patrimonio- MTU",0.444794642594855,-0.366052055648383,0.557955410885747,0.00403205948980597,322,"CABA","CABA","programatico","administracion","centralizada","reciente","medio","grande","una_sede",368,0.327818769493148,-0.207425397049457,1.53250081969307,0.629118292076933
"323|29/000 - Dirección General de Administracion",0.484186702640898,-0.343902349138533,0.600986281133693,0.000406283856988082,323,"CABA","CABA","programatico","administracion","desconcentrada","medio","bajo","chica","una_sede",40,0.277023492923246,-0.473348288247924,0.755535594909257,0.0421599215990949
"325|81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN",0.480687944553773,-0.477869164743626,0.709515328831781,0.00305328474342559,325,"CABA","CABA","programatico","administracion","centralizada","antiguo","alto","grande","una_sede",260,0.321655890464587,-0.241020115024063,0.791749261917372,0.649512128738214
"326|30/00 - División Contrataciones - Policia Federal Argentina",0.187620040699417,-0.224178323104354,0.417715753251527,0.0016312912439673,326,"CABA","CABA","programatico","seguridad_defensa","descentralizada","antiguo","alto","media","una_sede",148,0.264107718647737,-0.30619319978457,0.267955734046299,0.276189116627481
"327|451/000 - Dirección de Contrataciones",0.659645038785764,-0.557964710236298,0.75037341425992,0.00151433073968285,327,"CABA","CABA","programatico","infraestructura","centralizada","reciente","alto","media","una_sede",142,0.291729225964218,-0.0600152294768101,1.03112400742083,1.45240887504991
"328|Dirección de Compras y Contrataciones de Energía",0.573260645789175,-0.533110650176788,0.972380836222978,0.000320102432778489,328,"CABA","CABA","programatico","administracion","centralizada","antiguo","alto","chica","una_sede",37,0.252115335705157,-0.136641209873766,0.651928241047657,0.64189637547315
"330|82 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN",1.8566477490628,-1.88016969848128,4.63410289373853,0.00520782034866542,330,"CABA","CABA","programatico","cultura_educacion","centralizada","antiguo","alto","grande","una_sede",362,0.419447041006888,0.199582829183274,0.505844335817694,0.882491979292582
"331|31/000 - Direccion de Contrataciones - SPF",0.502774126865804,0.084429170106909,0.132215831829462,0.00163744705998227,331,"CABA","CABA","programatico","seguridad_defensa","descentralizada","antiguo","alto","media","una_sede",151,0.260219367866233,-0.453310404780402,0.267955734046299,0.276189116627481
