"uoc_id","saf_id","sede_provincia","tipo","rubro_modal","anclado","n_adj","n_sup","acceso","contenido","uA1","uA2","n_sedes","N_distribuido","N_tamano","N_juris","N_fundacion","N_rango","N_presupuesto","S_escala","S_directa"
"604|46/000 - Coordinación de Licitaciones y Contrataciones - DNV",604,"CABA","infraestructura","MANT. REPARACION Y LIMPIEZA",TRUE,720,349,0.304502769035229,-0.231683307061505,0.0391258861679231,-0.0563645044374483,24,"distribuido","grande","CABA","antiguo","descentralizada","alto","grande","mixto"
"604|46/01 - 19° Bahía Blanca - DNV",604,"Buenos Aires","infraestructura","ELECTRICIDAD Y TELEFONIA",TRUE,501,202,0.168642676278312,-0.428546731512946,-0.274714744521264,0.024927641173946,24,"distribuido","grande","Buenos Aires","antiguo","descentralizada","alto","grande","mayoria_directa"
"604|46/02 - 2° Córdoba - DNV",604,"Córdoba","infraestructura","MANT. REPARACION Y LIMPIEZA",TRUE,215,125,0.068023276681249,-0.40857495306038,-0.116683274614884,0.317769964019804,24,"distribuido","media","Córdoba","antiguo","descentralizada","alto","grande","mayoria_directa"
"604|46/02 - 2° Distrito Córdoba - DNV",604,"Córdoba","infraestructura","ELECTRICIDAD Y TELEFONIA",TRUE,27,27,0.10862039926828,-0.333498460438343,-0.208527481515462,0.40897896792712,24,"distribuido","chica","Córdoba","antiguo","descentralizada","alto","grande","mayoria_directa"
"604|46/03 - 3° Tucumán - DNV",604,"Tucumán","infraestructura","REPUESTOS",TRUE,472,190,0.0296254506080432,-0.4217653243016,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Tucumán","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/04 - 4° Mendoza - DNV",604,"Mendoza","infraestructura","REPUESTOS",TRUE,899,296,0.0572515848529645,-0.360169822955024,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Mendoza","antiguo","descentralizada","alto","grande","mayoria_directa"
"604|46/05 - 5° Salta - DNV",604,"Salta","infraestructura","ELECTRICIDAD Y TELEFONIA",TRUE,295,168,0.138782272573877,-0.425701569423551,-0.116683274614884,0.317769964019804,24,"distribuido","media","Salta","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/06 - 6° Jujuy - DNV",604,"Jujuy","infraestructura","MANT. REPARACION Y LIMPIEZA",TRUE,469,204,0.0663632468846554,-0.335952742675119,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Jujuy","antiguo","descentralizada","alto","grande","mayoria_directa"
"604|46/07 - 7° Santa Fe - DNV",604,"Santa Fe","infraestructura","ELECTRICIDAD Y TELEFONIA",TRUE,605,283,0.0530562847774992,-0.428267071150817,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Santa Fe","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/08 - 8° La Rioja - DNV",604,"La Rioja","infraestructura","REPUESTOS",TRUE,641,234,0.0478300137383659,-0.483756686596043,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","La Rioja","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/09 - 9° San Juan - DNV",604,"San Juan","infraestructura","ELECTRICIDAD Y TELEFONIA",TRUE,280,168,0.0802892822749126,-0.359271798835536,-0.116683274614884,0.317769964019804,24,"distribuido","media","San Juan","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/10 - 10° Corrientes - DNV",604,"Corrientes","infraestructura","MANT. REPARACION Y LIMPIEZA",TRUE,351,165,0.0843447079419239,-0.371055995484947,-0.116683274614884,0.317769964019804,24,"distribuido","media","Corrientes","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/11 - 11° Catamarca - DNV",604,"Catamarca","infraestructura","REPUESTOS",TRUE,499,197,0.050576846925906,-0.38712190749646,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Catamarca","antiguo","descentralizada","alto","grande","mayoria_directa"
"604|46/12 - 12° Neuquen - DNV",604,"Neuquén","infraestructura","EQUIPOS",TRUE,365,212,0.144068530624607,-0.366802670750882,-0.116683274614884,0.317769964019804,24,"distribuido","media","Neuquén","antiguo","descentralizada","alto","grande","mayoria_directa"
"604|46/13 - 13° Chubut - DNV",604,"Chubut","infraestructura","MANT. REPARACION Y LIMPIEZA",TRUE,712,288,0.0288656017286442,-0.237179101336495,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Chubut","antiguo","descentralizada","alto","grande","mayoria_directa"
"604|46/14 - 14° San Luis - DNV",604,"San Luis","infraestructura","REPUESTOS",TRUE,289,158,0.0916281127815163,-0.327845294543592,-0.116683274614884,0.317769964019804,24,"distribuido","media","San Luis","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/15 - 15° Misiones - DNV",604,"Misiones","infraestructura","MANT. REPARACION Y LIMPIEZA",TRUE,514,192,0.0216547034970975,-0.380394246119771,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Misiones","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/16 - 16° Santiago del Estero - DNV",604,"Santiago del Estero","infraestructura","REPUESTOS",TRUE,442,205,0.0650281080033581,-0.400278483047154,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Santiago del Estero","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/17 - 17° Entre Rios - DNV",604,"Entre Ríos","infraestructura","REPUESTOS",TRUE,749,302,0.0829847148995284,-0.375850071761535,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Entre Ríos","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/18 - 18° Chaco - DNV",604,"Chaco","infraestructura","MANT. REPARACION Y LIMPIEZA",TRUE,567,214,-0.0418717652668922,-0.317832665059187,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Chaco","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/19 - 1° Buenos Aires - DNV",604,"CABA","infraestructura","ELECTRICIDAD Y TELEFONIA",TRUE,429,215,0.169499880241714,-0.432901487132087,0.0391258861679231,-0.0563645044374483,24,"distribuido","grande","CABA","antiguo","descentralizada","alto","grande","mixto"
"604|46/20 - 20° Río Negro - DNV",604,"Río Negro","infraestructura","REPUESTOS",TRUE,516,228,0.12287675678283,-0.393525017664334,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Río Negro","antiguo","descentralizada","alto","grande","mayoria_directa"
"604|46/21 - 21° La Pampa - DNV",604,"La Pampa","infraestructura","ELECTRICIDAD Y TELEFONIA",TRUE,521,242,0.0559626336378082,-0.393408773935307,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","La Pampa","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/22 - 22° Formosa - DNV",604,"Formosa","infraestructura","ELECTRICIDAD Y TELEFONIA",TRUE,525,200,-0.0314596021582584,-0.420360734753537,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Formosa","antiguo","descentralizada","alto","media","mayoria_directa"
"604|46/23 - 23° Santa Cruz - DNV",604,"Santa Cruz","infraestructura","ELECTRICIDAD Y TELEFONIA",TRUE,554,245,0.0217614598375704,-0.468123958901257,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Santa Cruz","antiguo","descentralizada","alto","grande","mixto"
"604|46/24 - 24° Tierra del Fuego - DNV",604,"Tierra del Fuego","infraestructura","MANT. REPARACION Y LIMPIEZA",TRUE,502,173,0.17158972091062,-0.314576201186887,-0.14075854454514,0.0814098054613945,24,"distribuido","grande","Tierra del Fuego","antiguo","descentralizada","alto","grande","mayoria_directa"
"607|47 - Dpto. de Compras y Servicios- INIDEP",607,"Buenos Aires","ciencia_universidad","MANT. REPARACION Y LIMPIEZA",FALSE,1750,430,0.141919493905333,-0.447463770506757,0.95334486638825,0.705930659602543,1,"una_sede","grande","Buenos Aires","medio","descentralizada","medio","media","mayoria_directa"
"609|49/00 - Instituto Nacional de Vitivinicultura",609,"Mendoza","administracion","MANT. REPARACION Y LIMPIEZA",FALSE,661,245,0.00627474335457974,-0.198517811222282,1.08730106636437,0.762412823889991,1,"una_sede","grande","Mendoza","medio","descentralizada","medio","media","mayoria_directa"
"612|160 - Gestión de compras- TTN",612,"CABA","administracion","INFORMATICA",FALSE,59,36,0.327752366076236,-0.286130482419976,1.09684783464855,0.293807281319433,1,"una_sede","chica","CABA","antiguo","descentralizada","bajo","media","mixto"
"613|90 - Departamento de Compras y Licitaciones-ENOHSA",613,"CABA","infraestructura","SERV. PROFESIONAL Y COMERCIAL",FALSE,364,181,0.103979359403485,-0.407669674398899,1.08178159933574,0.343057649691093,1,"una_sede","media","CABA","medio","descentralizada","alto","chica","mayoria_directa"
"614|50 - Departamento de Compras y Contrataciones",614,"CABA","administracion","BAZAR Y MENAJE",FALSE,303,140,0.380714806224397,-0.255720363749606,1.29126076700769,0.860998672549558,1,"una_sede","media","CABA","medio","descentralizada","medio","grande","mayoria_directa"
"620|85/000 - Dirección General de Administracion",620,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,74,32,0.270558974570378,-0.175315439760606,1.09684783464855,0.293807281319433,1,"una_sede","chica","CABA","antiguo","descentralizada","bajo","media","mayoria_directa"
"622|101 - Departamento de Compras y Contrataciones",622,"CABA","administracion","ELECTRICIDAD Y TELEFONIA",FALSE,290,156,0.238388695898039,-0.330792022460972,1.68834365393451,0.489291454352683,1,"una_sede","media","CABA","medio","descentralizada","bajo","media","mayoria_directa"
"623|52 - Coordinación de Compras y Contrataciones - SENASA",623,"CABA","administracion","MANT. REPARACION Y LIMPIEZA",FALSE,1162,391,0.365663295644622,-0.0844607512757627,1.05770632940549,0.106697491132683,1,"una_sede","grande","CABA","medio","descentralizada","alto","grande","mixto"
"624|Servicio Geológico Minero Argentino - Dir. Administración y Finanzas - Compras",624,"CABA","ciencia_universidad","EQUIPOS",FALSE,268,144,0.441467559982311,-0.187724181827409,1.68834365393451,0.489291454352683,1,"una_sede","media","CABA","medio","descentralizada","bajo","grande","mayoria_directa"
"651|55 - Gerencia de Administración- Área de Compras y Contrataciones",651,"CABA","administracion","MANT. REPARACION Y LIMPIEZA",FALSE,718,298,0.247437462300756,-0.249232752618172,1.26718549707744,0.624638513991149,1,"una_sede","grande","CABA","medio","descentralizada","medio","media","mayoria_directa"
"652|56 - Compras y Contrataciones - ENRE",652,"CABA","administracion","ALIMENTOS",FALSE,188,124,0.229175633131346,-0.34336460138482,1.68834365393451,0.489291454352683,1,"una_sede","media","CABA","medio","descentralizada","bajo","media","mayoria_directa"
"656|93 - Sector Compras- ORSEP",656,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,36,26,0.146666743279412,-0.154728258969181,1.59649944703393,0.580500458259998,1,"una_sede","chica","CABA","medio","descentralizada","bajo","grande","mayoria_directa"
"661|73 - Direccion General de  Administración - CNRT",661,"CABA","administracion","EQUIPOS",FALSE,755,317,0.248553144295439,-0.367575666523174,1.26718549707744,0.624638513991149,1,"una_sede","grande","CABA","medio","descentralizada","medio","grande","mayoria_directa"
"664|58 - Dto de compras y contrataciones  - ORSNA",664,"CABA","administracion","ALIMENTOS",FALSE,108,68,0.316890296039535,-0.396237898076882,1.76899419266675,-0.231321580496637,1,"una_sede","media","CABA","reciente","descentralizada","bajo","chica","mayoria_directa"
"664|58/01 - Fideicomiso- ORSNA",664,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,54,45,0.314168334482079,-0.0794124827341044,1.67714998576617,-0.140112576589321,1,"una_sede","chica","CABA","reciente","descentralizada","bajo","grande","mayoria_directa"
"669|327 - Departamento de Compras y Contrataciones- ANAC",669,"CABA","administracion","MANT. REPARACION Y LIMPIEZA",FALSE,322,191,0.313640379061482,-0.243033866901868,1.37191130573993,0.140385637700239,1,"una_sede","media","CABA","reciente","descentralizada","medio","grande","mayoria_directa"
"669|327/1 - Fideicomiso ANAC",669,"CABA","administracion","EQUIPOS",FALSE,51,45,0.422443630291137,-0.261894075826469,1.28006709883935,0.231594641607555,1,"una_sede","chica","CABA","reciente","descentralizada","medio","grande","mixto"
"670|368/000 - Dirección General de Administración - UIF",670,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,105,57,0.376942861711795,-0.085304983105903,1.76899419266675,-0.231321580496637,1,"una_sede","media","CABA","reciente","descentralizada","bajo","grande","mayoria_directa"
"671|436 - MINISTERIO DE ECONOMÍA - JUNTA DE SEGURIDAD EN EL TRANSPORTE - COMPRAS",671,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,362,212,0.213213501016231,-0.151063419660412,1.76899419266675,-0.231321580496637,1,"una_sede","media","CABA","reciente","descentralizada","bajo","grande","mayoria_directa"
"802|59 - Compras-FNA",802,"CABA","cultura_educacion","ELECTRICIDAD Y TELEFONIA",FALSE,83,67,0.176313572422461,-0.448411673889816,1.59649944703393,0.580500458259998,1,"una_sede","chica","CABA","medio","descentralizada","bajo","chica","mayoria_directa"
"804|60 - Oficina de Compras y Contrataciones - CONEAU",804,"CABA","ciencia_universidad","MANT. REPARACION Y LIMPIEZA",FALSE,140,79,0.277270942713474,-0.30113594153369,1.68834365393451,0.489291454352683,1,"una_sede","media","CABA","medio","descentralizada","bajo","media","mayoria_directa"
"850|63/000 - Dirección de Contrataciones - ANSES II",850,"CABA","salud_social","ALQUILER",FALSE,967,486,0.111712943708562,0.425040960034173,1.05770632940549,0.106697491132683,1,"una_sede","grande","CABA","medio","descentralizada","alto","grande","mixto"
"852|64/000 - Departamento de Compras y Contrataciones- SRT",852,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,868,363,0.282010099808756,0.0131353362756078,1.66426838400425,0.252931295794273,1,"una_sede","grande","CABA","medio","descentralizada","bajo","grande","mixto"
"902|65 - División Suministros y Contrataciones",902,"CABA","salud_social","PROD. MEDICO/FARMACEUTICOS/LAB",FALSE,682,277,0.214115960021662,-0.379552610055473,1.34783603580968,-0.0959745208581705,1,"una_sede","grande","CABA","reciente","descentralizada","medio","media","mayoria_directa"
"903|97/000 - Hospital Nacional Dr Baldomero Sommer",903,"Buenos Aires","salud_social","PROD. MEDICO/FARMACEUTICOS/LAB",FALSE,1906,451,0.335746560069294,-0.298199941392443,0.95334486638825,0.705930659602543,1,"una_sede","grande","Buenos Aires","medio","descentralizada","medio","grande","mixto"
"904|66/00 - Dirección de Compras; Suministros; Logística y Arquitectura - ANMAT",904,"CABA","salud_social","MANT. REPARACION Y LIMPIEZA",FALSE,1339,285,0.343439776305022,-0.201363061650651,1.26718549707744,0.624638513991149,1,"una_sede","grande","CABA","medio","descentralizada","medio","grande","mixto"
"905|67 - Departamento de compras y contrataciones- INCUCAI",905,"CABA","salud_social","EQUIPOS",FALSE,516,229,0.380958235331033,-0.231647678957483,1.26718549707744,0.624638513991149,1,"una_sede","grande","CABA","medio","descentralizada","medio","grande","mixto"
"906|68/00 - Departamento de Administracion de Bienes - ANLIS",906,"CABA","salud_social","PROD. MEDICO/FARMACEUTICOS/LAB",FALSE,3975,710,0.273407961985657,-0.263564413631267,0.767533884692059,0.337945337050583,1,"una_sede","grande","CABA","antiguo","descentralizada","medio","media","mayoria_directa"
"908|96 - Dirección General de Administración",908,"Buenos Aires","salud_social","PROD. MEDICO/FARMACEUTICOS/LAB",FALSE,1924,412,0.473925020860957,-0.0527058804947639,0.743865698716301,0.187989636744078,1,"una_sede","grande","Buenos Aires","medio","descentralizada","alto","grande","mixto"
"909|HOSPITAL NACIONAL Y COMUNIDAD DR. RAMON CARRILLO",909,"Buenos Aires","salud_social","PROD. MEDICO/FARMACEUTICOS/LAB",FALSE,927,332,0.311166129104269,-0.292618909693461,0.453693254002873,0.419237482661978,1,"una_sede","grande","Buenos Aires","antiguo","descentralizada","medio","grande","mixto"
"910|88/00 - Compras - Instituto Nacional de Rehabilitación Psicofísica del Sur",910,"Buenos Aires","salud_social","PROD. MEDICO/FARMACEUTICOS/LAB",FALSE,774,283,0.183890093683392,-0.365234440183198,1.35042775331506,0.334223441405667,1,"una_sede","grande","Buenos Aires","medio","descentralizada","bajo","media","mayoria_directa"
"914|71 -   Coordinación de Contrataciones y Patrimonio-SSS",914,"CABA","salud_social","ALQUILER",FALSE,419,222,0.178039027386353,-0.0476985849361325,1.26718549707744,0.624638513991149,1,"una_sede","grande","CABA","medio","descentralizada","medio","grande","mayoria_directa"
"915|477/000 - Departamento de Compras y Adquisiciones -INC",915,"CABA","salud_social","IMPRENTA Y EDITORIALES",FALSE,35,24,0.366653089679897,-0.0807073240459888,1.67714998576617,-0.140112576589321,1,"una_sede","chica","CABA","reciente","descentralizada","bajo","grande","mayoria_directa"
"917|483 - Compras",917,"CABA","salud_social","SERV. PROFESIONAL Y COMERCIAL",FALSE,200,123,0.286818431548151,-0.255211874688732,1.16243213806798,-0.377555385158226,1,"una_sede","media","CABA","reciente","descentralizada","alto","grande","mixto"
