"uoc_id","saf_id","sede_provincia","tipo","rubro_modal","anclado","n_adj","n_sup","acceso","contenido","uA1","uA2","n_sedes","N_distribuido","N_tamano","N_juris","N_fundacion","N_rango","N_presupuesto","S_escala","S_directa"
"107|74/49 - Unidad Coordinadora de Proyectos con Financiamiento Externo - UCEFE",107,"CABA","administracion","EQUIPOS",TRUE,33,28,0.576829082365822,-0.375437799382215,0.18083611686955,0.789145680886742,48,"distribuido","chica","CABA","antiguo","descentralizada","medio","grande","sin_directa"
"107|74/50 - Parque Nacional traslasierra",107,"Córdoba","administracion","REPUESTOS",TRUE,57,43,-0.0796701553667671,-0.680325668364208,0.000951686156486883,0.926919990785585,48,"distribuido","chica","Córdoba","antiguo","descentralizada","medio","chica","sin_directa"
"107|74/52 - PARQUE FEDERAL CAMPO SAN JUAN",107,"Misiones","administracion","INDUMENT TEXTIL Y CONFECCIONES",TRUE,69,42,-0.0908205439414092,-0.55904846087996,0.000951686156486883,0.926919990785585,48,"distribuido","chica","Misiones","antiguo","descentralizada","medio","chica","mixto"
"107|74/6 - Parque Nacional Calilegua",107,"Jujuy","administracion","MANT. REPARACION Y LIMPIEZA",TRUE,72,45,0.0650610847064966,-0.589728062325981,0.000951686156486883,0.926919990785585,48,"distribuido","chica","Jujuy","antiguo","descentralizada","medio","media","mixto"
"107|74/8 - Parque Nacional Los Glaciares",107,"Santa Cruz","administracion","MANT. REPARACION Y LIMPIEZA",TRUE,71,43,0.062595604593211,-0.360680740914412,0.000951686156486883,0.926919990785585,48,"distribuido","chica","Santa Cruz","antiguo","descentralizada","medio","grande","mixto"
"108|75 - Instituto Nacional del Agua - Departamente Compras",108,"Buenos Aires","ciencia_universidad","EQUIPOS",FALSE,330,191,0.420173041554482,-0.358629895791488,1.37450302324532,0.570583599964077,1,"una_sede","media","Buenos Aires","medio","descentralizada","bajo","grande","mixto"
"109|76/000 - Gerencia de Administración y Capital Humano - SIGEN",109,"CABA","administracion","MANT. REPARACION Y LIMPIEZA",FALSE,333,175,0.262341764758816,-0.302790708608449,1.29126076700769,0.860998672549558,1,"una_sede","media","CABA","medio","descentralizada","medio","media","mayoria_directa"
"112|16/000 - Dirección General de Administración-ARN",112,"CABA","ciencia_universidad","SERV. PROFESIONAL Y COMERCIAL",FALSE,734,298,0.283794960687644,-0.303256845469416,1.74491892273649,-0.467681739055046,1,"una_sede","grande","CABA","reciente","descentralizada","bajo","media","mixto"
"113|17 - Oficina de Compras- TNC",113,"CABA","cultura_educacion","ELECTRICIDAD Y TELEFONIA",FALSE,731,306,0.138521701357932,-0.494947063614015,1.16461677161887,-0.0337618811462923,1,"una_sede","grande","CABA","antiguo","descentralizada","bajo","chica","mayoria_directa"
"114|18 - Area Compras-INAES",114,"CABA","administracion","MANT. REPARACION Y LIMPIEZA",FALSE,237,141,0.230378108157387,-0.258789454798765,1.29126076700769,0.860998672549558,1,"una_sede","media","CABA","medio","descentralizada","medio","grande","mixto"
"116|92 - Departamento de Compras y Contrataciones- BN",116,"CABA","cultura_educacion","MANT. REPARACION Y LIMPIEZA",FALSE,515,208,0.201769302203432,-0.210719775116582,0.767533884692059,0.337945337050583,1,"una_sede","grande","CABA","antiguo","descentralizada","medio","grande","mayoria_directa"
"117|20 - Dirección General de Administración - INT",117,"CABA","cultura_educacion","SERV. PROFESIONAL Y COMERCIAL",FALSE,81,50,0.212030128606705,-0.298464582680295,1.67714998576617,-0.140112576589321,1,"una_sede","chica","CABA","reciente","descentralizada","bajo","grande","mayoria_directa"
"121|494 - Área de Compras y Contrataciones",121,"CABA","ciencia_universidad","PROD. MEDICO/FARMACEUTICOS/LAB",FALSE,220,88,0.409385347848578,-0.192177855719197,1.68834365393451,0.489291454352683,1,"una_sede","media","CABA","medio","descentralizada","bajo","grande","mixto"
"173|143/000 - AGENCIA NACIONAL DE PROMOCIÓN DE LA INVESTIGACIÓN; EL DESARROLLO TECNOLÓGICO Y LA INNOVACIÓN",173,"CABA","ciencia_universidad","SERV. PROFESIONAL Y COMERCIAL",FALSE,54,31,0.287921317196677,-0.0472047993932775,1.19941656010711,0.952207676456874,1,"una_sede","chica","CABA","medio","descentralizada","medio","grande","mixto"
"200|78/000 - División Compras",200,"CABA","administracion","LIBRERIA PAP. Y UTILES OFICINA",FALSE,297,140,0.516019919901833,-0.065765730051111,0.582129986950366,0.0563644727505277,1,"una_sede","media","CABA","antiguo","descentralizada","alto","grande","mixto"
"201|21/000 - Dirección General de Administración - DNM",201,"CABA","administracion","MANT. REPARACION Y LIMPIEZA",TRUE,623,283,0.230957336350292,-0.11104149724848,0.767533884692059,0.337945337050583,1,"una_sede","grande","CABA","antiguo","descentralizada","medio","grande","mixto"
"202|182 - Departamento de Compras y Contrataciones- INADI",202,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,118,83,0.163011390406821,-0.0750310525025556,1.68834365393451,0.489291454352683,1,"una_sede","media","CABA","medio","descentralizada","bajo","grande","mayoria_directa"
"203|313/00 - AGENCIA NACIONAL DE SEGURIDAD VIAL - DEP. DE COMPRAS",203,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,152,87,0.344942753306706,-0.158588377366415,1.37191130573993,0.140385637700239,1,"una_sede","media","CABA","reciente","descentralizada","medio","grande","mixto"
"205|392/000 - Dirección General de Administración - AABE",205,"CABA","administracion","INMUEBLES",FALSE,303,163,0.248704149068934,-0.0859241901426452,1.76899419266675,-0.231321580496637,1,"una_sede","media","CABA","reciente","descentralizada","bajo","grande","mixto"
"206|408 - Centro Internacional - CIPDH",206,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,42,26,0.227398338102495,0.145404911324474,1.67714998576617,-0.140112576589321,1,"una_sede","chica","CABA","reciente","descentralizada","bajo","grande","mayoria_directa"
"207|454/000 - Subdirección de Compras y Contrataciones",207,"CABA","administracion","MANT. REPARACION Y LIMPIEZA",FALSE,370,207,0.377685207438321,-0.0509649101509502,1.37191130573993,0.140385637700239,1,"una_sede","media","CABA","reciente","descentralizada","medio","grande","mixto"
"208|466/000 - Dirección Nacional de Administración",208,"CABA","administracion","MANT. REPARACION Y LIMPIEZA",FALSE,138,97,0.274878305866272,-0.370484892578604,1.68834365393451,0.489291454352683,1,"una_sede","media","CABA","medio","descentralizada","bajo","grande","mayoria_directa"
"209|490 - Agencia de Acceso a la Información Pública",209,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,93,53,0.318868604881439,-0.284511117309483,1.67714998576617,-0.140112576589321,1,"una_sede","chica","CABA","reciente","descentralizada","bajo","grande","mayoria_directa"
"250|22 - Dpto de Compras y Suministros - Caja de Retiros Jubilaciones y Pensiones de la Policía Federal",250,"CABA","seguridad_defensa","INFORMATICA",FALSE,301,177,0.222949054184745,-0.51861119377627,0.582129986950366,0.0563644727505277,1,"una_sede","media","CABA","antiguo","descentralizada","alto","media","mixto"
"301|23/000 - Dirección General de Administración - SG",301,"CABA","administracion","BANCOS Y SEGUROS",FALSE,805,317,0.340909818436756,-0.225607098765504,0.968668500654169,-0.727628851483754,1,"una_sede","grande","CABA","antiguo","centralizada","medio","grande","mixto"
"303|24/000 - Dirección General de Administración - SEDRONAR",303,"CABA","salud_social","MANT. REPARACION Y LIMPIEZA",FALSE,413,194,0.127066436996249,-0.269842292659906,1.46832011303955,-0.440935674543189,1,"una_sede","grande","CABA","medio","centralizada","medio","media","mayoria_directa"
"305|79/000 - Dirección General Técnico - Administrativa - JGM",305,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,905,351,0.257722575879823,-0.106159117740178,1.46832011303955,-0.440935674543189,1,"una_sede","grande","CABA","medio","centralizada","medio","grande","mixto"
"307|26/000 - Dirección de Compras y Contrataciones - MRE",307,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,844,381,0.20173773759303,-0.365664480319973,0.75918933298222,-1.24556987434222,1,"una_sede","grande","CABA","antiguo","centralizada","alto","grande","mayoria_directa"
"310|80/000 - Dirección General de Administración - MS",310,"CABA","salud_social","PROD. MEDICO/FARMACEUTICOS/LAB",FALSE,966,270,0.597260210749071,0.243311181217901,0.75918933298222,-1.24556987434222,1,"una_sede","grande","CABA","antiguo","centralizada","alto","grande","mixto"
"310|80/12 - Compras y Contrataciones Internacionales - MSYDS",310,"CABA","salud_social","PROD. MEDICO/FARMACEUTICOS/LAB",FALSE,27,22,0.586566835105105,0.052107277283797,0.691420396011898,-0.918000711876494,1,"una_sede","chica","CABA","antiguo","centralizada","alto","grande","sin_directa"
"311|95/000 - Dirección de Administración de Niñez; Adolescencia y Familia - SENNAF",311,"CABA","salud_social","ALIMENTOS",FALSE,1097,412,0.355701761066864,0.196263230946219,1.33949148409984,-1.67948973225097,1,"una_sede","grande","CABA","reciente","centralizada","alto","grande","mixto"
"311|95/1 Dirección de Programas y Proyectos Sectoriales y Especiales de Niñez Adolescencia y Familia",311,"CABA","salud_social","CULTURA",FALSE,29,26,0.403368828498412,-0.254446031168839,1.27172254712952,-1.35192056978525,1,"una_sede","chica","CABA","reciente","centralizada","alto","grande","sin_directa"
"317|262/000 - Dirección General de Administración Y Finanzas - MAD",317,"CABA","administracion","EQUIPOS",FALSE,395,247,0.392494073157888,-0.244516657937752,1.54897065177179,-1.16154870939251,1,"una_sede","grande","CABA","reciente","centralizada","medio","grande","mixto"
"321|27/000 - Dirección de Patrimonio y Suministros - INDEC",321,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,345,155,0.38435973190271,-0.118898232289433,0.960092480176414,0.475402740895969,1,"una_sede","media","CABA","medio","desconcentrada","medio","grande","mixto"
"322|28 -  Departamento de Compras y Patrimonio- MTU",322,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,655,368,0.327818769493148,-0.207425397049457,1.54897065177179,-1.16154870939251,1,"una_sede","grande","CABA","reciente","centralizada","medio","grande","mixto"
"323|29/000 - Dirección General de Administracion",323,"CABA","administracion","ALIMENTOS",FALSE,66,40,0.277023492923246,-0.473348288247924,1.26533116020265,0.194904526606409,1,"una_sede","chica","CABA","medio","desconcentrada","bajo","chica","mayoria_directa"
"325|81/100 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN",325,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,496,260,0.321655890464587,-0.241020115024063,0.75918933298222,-1.24556987434222,1,"una_sede","grande","CABA","antiguo","centralizada","alto","grande","mixto"
"326|30/00 - División Contrataciones - Policia Federal Argentina",326,"CABA","seguridad_defensa","INDUMENT TEXTIL Y CONFECCIONES",FALSE,265,148,0.264107718647737,-0.30619319978457,0.582129986950366,0.0563644727505277,1,"una_sede","media","CABA","antiguo","descentralizada","alto","grande","mixto"
"327|451/000 - Dirección de Contrataciones",327,"CABA","infraestructura","SERV. PROFESIONAL Y COMERCIAL",FALSE,246,142,0.291729225964218,-0.0600152294768101,1.36356675403009,-1.44312957369256,1,"una_sede","media","CABA","reciente","centralizada","alto","grande","mixto"
"328|Dirección de Compras y Contrataciones de Energía",328,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,52,37,0.252115335705157,-0.136641209873766,0.691420396011898,-0.918000711876494,1,"una_sede","chica","CABA","antiguo","centralizada","alto","grande","mayoria_directa"
"330|82 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN",330,"CABA","cultura_educacion","LIBRERIA PAP. Y UTILES OFICINA",FALSE,846,362,0.419447041006888,0.199582829183274,0.75918933298222,-1.24556987434222,1,"una_sede","grande","CABA","antiguo","centralizada","alto","grande","mixto"
"331|31/000 - Direccion de Contrataciones - SPF",331,"CABA","seguridad_defensa","ARTICULOS DEL HOGAR",FALSE,266,151,0.260219367866233,-0.453310404780402,0.582129986950366,0.0563644727505277,1,"una_sede","media","CABA","antiguo","descentralizada","alto","grande","mixto"
"332|32/000 - Dirección General de Administración - MJyDDHH",332,"CABA","administracion","ELECTRICIDAD Y TELEFONIA",FALSE,462,229,0.222077320944131,-0.462201760084247,0.75918933298222,-1.24556987434222,1,"una_sede","grande","CABA","antiguo","centralizada","alto","grande","mixto"
"336|142/000 –Subsecretaria de Gestión Administrativa de Innovación; Ciencia y Tecnología",336,"CABA","ciencia_universidad","SERV. PROFESIONAL Y COMERCIAL",FALSE,264,147,0.368672999008186,-0.10456567310441,1.57304592170204,-0.925188550834098,1,"una_sede","media","CABA","reciente","centralizada","medio","grande","mixto"
"338|300/000 - Dirección General de Administración - SECLyT",338,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,210,106,0.386668546216349,-0.235429856219919,1.38982665751124,-0.86297591112222,1,"una_sede","media","CABA","antiguo","centralizada","bajo","grande","mixto"
"341|263 - Unidad Operativa de Compras-SENAF",341,"CABA","salud_social","MANT. REPARACION Y LIMPIEZA",FALSE,177,122,0.18653146196772,-0.178500583828238,1.37191130573993,0.140385637700239,1,"una_sede","media","CABA","reciente","descentralizada","medio","grande","mayoria_directa"
"343|347/000 - Dirección General de Administración - MS",343,"CABA","seguridad_defensa","EQUIPOS",FALSE,713,352,0.382492466869918,-0.292396870968063,1.33949148409984,-1.67948973225097,1,"una_sede","grande","CABA","reciente","centralizada","alto","grande","mixto"
"345|380/000 - COMPRAS Y CONTRATACIONES - CNCPS",345,"CABA","salud_social","SERVICIOS BASICOS",FALSE,86,50,0.395840560928844,-0.136193785153963,1.34598169893489,-0.52570850824291,1,"una_sede","chica","CABA","reciente","desconcentrada","bajo","grande","mixto"
"349|488 - Coordinación de Compras y Contrataciones",349,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,163,71,0.0644050020391646,-0.0980096259799321,0.85752375471785,-0.182997654241472,1,"una_sede","media","CABA","antiguo","desconcentrada","bajo","grande","mayoria_directa"
"350|33/000 - Dirección General de Administración - MT",350,"CABA","salud_social","ALQUILER",FALSE,835,397,0.194126178792806,0.0411836271327972,0.75918933298222,-1.24556987434222,1,"una_sede","grande","CABA","antiguo","centralizada","alto","grande","mixto"
"357|34/000 - Dirección General de Administración - MHA",357,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,526,206,0.421345241062185,-0.190216651103538,0.75918933298222,-1.24556987434222,1,"una_sede","grande","CABA","antiguo","centralizada","alto","grande","mixto"
"362|315/000 - Dirección General de Administración - MP",362,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,442,219,0.22747758826332,0.104578299117068,1.33949148409984,-1.67948973225097,1,"una_sede","grande","CABA","reciente","centralizada","alto","grande","mixto"
"363|334/000 - Coordinación de Compras y Contrataciones - MA",363,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,211,124,0.383008965030902,-0.132190999296989,1.97012880862886,-1.29689576903097,1,"una_sede","media","CABA","reciente","centralizada","bajo","grande","mixto"
"364|501/000-Ministerio de Obras Públicas",364,"CABA","infraestructura","SERV. PROFESIONAL Y COMERCIAL",FALSE,194,116,0.323953792015937,-0.243346504073304,0.783264602912476,-1.00920971578381,1,"una_sede","media","CABA","antiguo","centralizada","alto","grande","mayoria_directa"
"365|502/000-Dirección de Compras y Contrataciones - MDTYH",365,"CABA","infraestructura","ELECTRICIDAD Y TELEFONIA",FALSE,169,95,0.319927377823737,-0.278687674511435,1.36356675403009,-1.44312957369256,1,"una_sede","media","CABA","reciente","centralizada","alto","grande","mixto"
"368|503 - SECRETARÍA DE COMUNICACIÓN Y MEDIOS - DIRECCIÓN DE COMPRAS; CONTRATACIONES; PATRIMONIO Y SUMINISTROS",368,"CABA","administracion","SERV. PROFESIONAL Y COMERCIAL",FALSE,84,38,0.457609990088675,0.090980670027726,1.79763406299604,-0.485073730274339,1,"una_sede","chica","CABA","medio","centralizada","bajo","grande","mixto"
"370|35/000 - Dirección General de Administración - MD",370,"CABA","seguridad_defensa","ALIMENTOS",FALSE,625,289,0.196192119000025,-0.515474774260742,0.968668500654169,-0.727628851483754,1,"una_sede","grande","CABA","antiguo","centralizada","medio","media","mixto"
"371|72/00 - Dirección Administrativa Financiera- EMCFFAA- Dpto de contrataciones",371,"CABA","seguridad_defensa","ALIMENTOS",FALSE,1034,342,0.177487998839834,-0.656838036236764,-0.0825632329914061,0.0759805867674275,24,"distribuido","grande","CABA","antiguo","desconcentrada","medio","grande","mixto"
"371|84/102 - DISTRITO ELECTORAL - MENDOZA",371,"Mendoza","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,66,43,0.081557963977444,-0.61061042865851,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Mendoza","antiguo","desconcentrada","medio","chica","mixto"
"371|84/103 - DISTRITO ELECTORAL - MISIONES",371,"Misiones","seguridad_defensa","REPUESTOS",FALSE,53,35,0.0617342982852955,-0.711840787328976,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Misiones","antiguo","desconcentrada","medio","media","sin_directa"
"371|84/104 - DISTRITO ELECTORAL - NEUQUEN",371,"Neuquén","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,45,28,0.118069573579766,-0.623781563381591,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Neuquén","antiguo","desconcentrada","medio","grande","sin_directa"
"371|84/105 - DISTRITO ELECTORAL - SALTA",371,"Salta","seguridad_defensa","ALQUILER",FALSE,144,55,-0.0277134605861802,-0.591358345747513,-0.238372393774213,0.45011505522468,24,"distribuido","media","Salta","antiguo","desconcentrada","medio","grande","sin_directa"
"371|84/109 - COMANDO GENERAL ELECTORAL",371,"CABA","seguridad_defensa","SERV. PROFESIONAL Y COMERCIAL",FALSE,126,61,0.347090071910838,-0.495772558583617,-0.0584879630611498,0.312340745325837,24,"distribuido","media","CABA","antiguo","desconcentrada","medio","grande","mixto"
"371|84/111 - DISTRITO ELECTORAL - RIO NEGRO",371,"Río Negro","seguridad_defensa","SERV. PROFESIONAL Y COMERCIAL",FALSE,58,27,0.105512540583699,-0.480419062400463,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Río Negro","antiguo","desconcentrada","medio","grande","mixto"
"371|84/112 - DISTRITO ELECTORAL - SAN LUIS",371,"San Luis","seguridad_defensa","REPUESTOS",FALSE,63,42,0.0593234855306022,-0.659248592279143,-0.330216600674791,0.541324059131996,24,"distribuido","chica","San Luis","antiguo","desconcentrada","medio","chica","mayoria_directa"
"371|84/113 - DISTRITO ELECTORAL - SANTIAGO DEL ESTERO",371,"Santiago del Estero","seguridad_defensa","ELEMENTOS DE LIMPIEZA",FALSE,65,45,-0.0753147448815619,-0.641305865391206,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Santiago del Estero","antiguo","desconcentrada","medio","chica","mayoria_directa"
"371|84/114 - DISTRITO ELECTORAL - TIERRA DEL FUEGO",371,"Tierra del Fuego","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,40,26,-0.0243673328269016,-0.555243829109063,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Tierra del Fuego","antiguo","desconcentrada","medio","chica","sin_directa"
"371|84/115 - DISTRITO ELECTORAL - SANTA CRUZ",371,"Santa Cruz","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,59,35,-0.00183562270964158,-0.600067301127645,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Santa Cruz","antiguo","desconcentrada","medio","chica","sin_directa"
"371|84/116 - DISTRITO ELECTORAL - SANTA FE",371,"Santa Fe","seguridad_defensa","SERV. PROFESIONAL Y COMERCIAL",FALSE,107,43,0.218150260009849,-0.422999466434425,-0.238372393774213,0.45011505522468,24,"distribuido","media","Santa Fe","antiguo","desconcentrada","medio","media","sin_directa"
"371|84/118 - DISTRITO ELECTORAL - CABA",371,"CABA","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,48,35,0.155502299255393,-0.650281550505492,-0.150332169961728,0.403549749233153,24,"distribuido","chica","CABA","antiguo","desconcentrada","medio","media","mixto"
"371|84/119 - DISTRITO ELECTORAL - CATAMARCA",371,"Catamarca","seguridad_defensa","REPUESTOS",FALSE,48,33,0.0213429953223238,-0.601456200533007,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Catamarca","antiguo","desconcentrada","medio","chica","sin_directa"
"371|84/120 - DISTRITO ELECTORAL - CHACO",371,"Chaco","seguridad_defensa","REPUESTOS",FALSE,60,44,0.027151264566741,-0.709790438919268,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Chaco","antiguo","desconcentrada","medio","chica","mixto"
"371|84/121 - DISTRITO ELECTORAL - CHUBUT",371,"Chubut","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,60,28,0.192833002371021,-0.72353072885182,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Chubut","antiguo","desconcentrada","medio","media","mixto"
"371|84/122 - DISTRITO ELECTORAL - CORDOBA",371,"Córdoba","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,66,40,0.12161730050781,-0.633972693524154,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Córdoba","antiguo","desconcentrada","medio","media","mixto"
"371|84/123 - DISTRITO ELECTORAL - CORRIENTES",371,"Corrientes","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,65,39,0.106122911372141,-0.71314127662008,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Corrientes","antiguo","desconcentrada","medio","chica","sin_directa"
"371|84/124 - DISTRITO ELECTORAL - ENTRE RIOS",371,"Entre Ríos","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,64,32,0.0869150477817437,-0.656156545300598,-0.330216600674791,0.541324059131996,24,"distribuido","chica","Entre Ríos","antiguo","desconcentrada","medio","media","sin_directa"
"371|84/126 - SUBDISTRITO ELECTORAL TIGRE",371,"Buenos Aires","seguridad_defensa","REPUESTOS",FALSE,51,28,0.213983769698457,-0.712826178497248,-0.464172800650914,0.484841894844548,24,"distribuido","chica","Buenos Aires","antiguo","desconcentrada","medio","media","sin_directa"
"371|84/127 - SUBDISTRITO ELECTORAL BAHIA BLANCA",371,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",FALSE,38,24,-0.00264334891768552,-0.533245957879548,-0.464172800650914,0.484841894844548,24,"distribuido","chica","Buenos Aires","antiguo","desconcentrada","medio","media","sin_directa"
"372|36 - Departamento de Compras y Contrataciones - CITEDEF",372,"Buenos Aires","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",FALSE,136,89,0.169785697033085,-0.458576332117417,1.37450302324532,0.570583599964077,1,"una_sede","media","Buenos Aires","medio","descentralizada","bajo","grande","mayoria_directa"
"374|84/03 - Comando de la 1ra División de Ejército",374,"CABA","seguridad_defensa","ALIMENTOS",TRUE,846,163,-0.0230583393615119,-0.761698096062848,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","chica","sin_directa"
"374|84/04 - Comando de la 2da División de Ejército",374,"Santa Fe","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,248,107,-0.00233882972730571,-0.695395332436233,-0.447851561446162,-0.067825967633785,21,"distribuido","media","Santa Fe","antiguo","desconcentrada","alto","chica","mixto"
"374|84/05 - Comando de la 3ra División de Ejército",374,"Entre Ríos","seguridad_defensa","ALIMENTOS",TRUE,385,80,0.0324214600806572,-0.691935249326288,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Entre Ríos","antiguo","desconcentrada","alto","grande","sin_directa"
"374|84/06 - Dirección General de Salud",374,"CABA","seguridad_defensa","PROD. MEDICO/FARMACEUTICOS/LAB",TRUE,967,195,0.356013589329912,-0.500740167810755,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","grande","sin_directa"
"374|84/07 - Dirección de Aviación de Ejercito - Ejercito Argentino",374,"Buenos Aires","seguridad_defensa","REPUESTOS",TRUE,1130,284,0.190679835527914,-0.666877529210254,-0.605883031352542,-0.360668290479643,21,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","chica","mixto"
"374|84/08 - Hospital General 602 Campo de Mayo",374,"Buenos Aires","seguridad_defensa","SERV. PROFESIONAL Y COMERCIAL",TRUE,695,178,0.270528519630283,-0.611625484468648,-0.605883031352542,-0.360668290479643,21,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","grande","mixto"
"374|84/11 - Liceo Militar General San Martin",374,"CABA","seguridad_defensa","ALIMENTOS",TRUE,455,150,0.0130742552703548,-0.749010229787042,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","media","mixto"
"374|84/12 - Dirección de Ingenieros e Infraestructura",374,"CABA","seguridad_defensa","MANT. REPARACION Y LIMPIEZA",TRUE,499,129,0.273603430872918,-0.574361793246553,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","grande","mixto"
"374|84/128 - Dirección General de Intendencia",374,"CABA","seguridad_defensa","INDUMENT TEXTIL Y CONFECCIONES",TRUE,583,131,0.279426177000229,-0.658254458375201,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","grande","mixto"
"374|84/129 - Dirección de Arsenales",374,"Buenos Aires","seguridad_defensa","REPUESTOS",TRUE,1319,222,0.132694481644328,-0.712272659435979,-0.605883031352542,-0.360668290479643,21,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","media","mixto"
"374|84/13 - Dirección de Remonta y Veterinaria",374,"CABA","seguridad_defensa","INMUEBLES",TRUE,2230,381,0.126541775291739,-0.559599252090959,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","grande","mixto"
"374|84/134 - Comando de Adiestramiento y Alistamiento",374,"Buenos Aires","seguridad_defensa","BAZAR Y MENAJE",TRUE,1104,275,0.0536896497395262,-0.783469538290237,-0.605883031352542,-0.360668290479643,21,"distribuido","grande","Buenos Aires","antiguo","desconcentrada","alto","chica","mixto"
"374|84/135 - Dirección General de Material",374,"CABA","seguridad_defensa","ALIMENTOS",TRUE,511,215,0.220271959217144,-0.644603369309867,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","chica","mixto"
"374|84/136 COMANDO GUARNICIÓN MILITAR BUENOS AIRES",374,"CABA","seguridad_defensa","BAZAR Y MENAJE",TRUE,437,134,0.0578808341604913,-0.790032811010608,-0.292042400663355,-0.441960436091038,21,"distribuido","grande","CABA","antiguo","desconcentrada","alto","chica","mixto"
"374|84/138 - Comando de la Fuerza de Despliegue Rápido",374,"Buenos Aires","seguridad_defensa","ELECTRICIDAD Y TELEFONIA",TRUE,238,96,0.0355289008979096,-0.746205555460687,-0.581807761422286,-0.124308131921233,21,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","media","mixto"
"374|84/140 - Comando de Brigada de Monte III",374,"Chaco","seguridad_defensa","ALIMENTOS",TRUE,1007,175,-0.0467175500552491,-0.767255784950119,-0.471926831376419,-0.304186126192194,21,"distribuido","grande","Chaco","antiguo","desconcentrada","alto","media","mixto"
"374|84/141 - Jefatura Agrupación de Ingenieros 601",374,"Buenos Aires","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,91,62,0.121899701040871,-0.761145331611173,-0.673651968322864,-0.0330991280139174,21,"distribuido","chica","Buenos Aires","antiguo","desconcentrada","alto","chica","mayoria_directa"
"374|84/142 - Regimiento de Artillería 1",374,"Buenos Aires","seguridad_defensa","ELEMENTOS DE LIMPIEZA",TRUE,143,35,0.0511614808080243,-0.836827206101908,-0.581807761422286,-0.124308131921233,21,"distribuido","media","Buenos Aires","antiguo","desconcentrada","alto","media","mayoria_directa"
